OBJECTID,old_collision,pedes_collision,gridid,Shape_Length,Avg_price,Avg_SKY,Avg_VEGETATION,Avg_BUILDING,Avg_ROAD,Avg_SIDEWALK,Avg_VEHICLE,Avg_armchair,Avg_bench,Avg_building1,Avg_fence,Avg_light,Avg_plant,Avg_poster,Avg_signboard,Avg_stairway,Avg_streetlight,Avg_traffic_light,num_park,num_store,num_supermarket,num_foodmarket,num_superfoodmar,num_traffic,num_bank,num_school,num_residential,num_agingfaculty,num_hospital,num_drugstore,num_clinic,num_streetgov,Avg_old,Avg_total,Avg_carNumAll,Avg_landuse_green,num_market,landuse_commercial,landuse_estates,landuse_estates_new,landuse_estates_old,landuse_estates_villa,road_width,min_lanes,lanes_wide,speedlimit,num_junction,num_subbus,num_hos_cli,len_x_car,OBJECTID_1,POINT_X,POINT_Y
1162,0,0,3.10E+11,119.7507018,57188.80263,0.155137539,0.35541153,0.281758785,0.084424973,0.050080299,0.020215511,0,0,0.281758785,0.013755322,0,0.001375675,0,0.001976013,0,0.00000334,0,0,25,4,4,8,58,17,3,32,1,5,9,3,6,20.59227468,80.97424893,194,17099.26111,8,38299.90303,368009.8813,320345.4829,0,47664.44826,9,3,3,40,1,39,8,23231.63615,1162,13517151.28,3661519.675
1164,0,0,3.10E+11,200.0000738,56330.96341,0.103243192,0.40968895,0.302653948,0.069208463,0.064629555,0.00161775,0,0.0000264,0.302653948,0.019158999,0,0.002024015,0,0.002352715,0,0.000364304,0.000283241,1,31,4,6,10,60,15,4,35,3,3,10,4,7,22.22440944,116.7637795,143,21994.73757,10,23992.46211,395727.6918,348063.2831,0,47664.44826,6,1,3,40,0,43,7,28600.01055,1164,13517563.99,3661664.056
305,1,3,3.10E+11,200.0000003,53688.61628,0.348373413,0.266199303,0.158627701,0.145125198,0.028406906,0.027687454,0,0,0.158627701,0.006936646,0,0.020573235,0,0.005127525,0,0.000451279,0.00039959,0,25,3,6,9,66,9,5,28,0,2,5,3,3,16.23734178,83.02848101,955.2,65829.05307,9,1731.037017,435244.3946,387447.6794,0,47796.73974,9,3,3,60,2,29,5,191040.0003,305,13517568.83,3660427.163
601,0,0,3.10E+11,72.10413543,54456.9375,0.448310852,0.150361061,0.160286903,0.15564537,0.032471657,0.025528908,0,0,0.160286903,0,0,0.002541542,0,0.018940926,0,0.003211021,0.001000404,0,5,3,1,4,78,15,1,29,0,0,2,3,1,20.79999999,192.5176471,256,79068.16523,4,3307.78475,532182.964,484173.638,0,48009.32812,6,1,3,40,1,12,3,18458.65867,601,13513428.34,3658242.188
347,0,0,3.10E+11,199.9999439,40754,0.406156858,0.549022357,0.000340462,0.010071754,0.001535734,0.001014709,0,0,0.000340462,0.002675374,0,0.063437144,0,0,0,0,0,0,3,4,0,4,3,3,1,3,1,0,2,0,0,18.38372094,79.96511628,7,59118.74745,4,0,289407.3516,241006.5938,0,48400.72885,3,1,3,40,0,12,0,1399.999607,347,13508523.98,3659942.546
804,0,7,3.10E+11,199.9999839,40754,0.495047569,0.222438812,0.068840504,0.126132011,0.018503189,0.045857906,0,0,0.068840504,0.002714157,0,0.004367828,0,0.0000768,0,0.00058794,0,0,2,4,0,4,6,2,1,5,0,3,2,0,0,28.35542168,99.71686747,154,61488.09991,4,11457.1639,447816.1308,399415.364,0,48400.72885,6,2,3,40,0,21,3,30799.99752,804,13508876.58,3660068.624
452,0,0,3.10E+11,120.1820571,40797.66667,0.372990608,0.325850487,0.062685013,0.158988476,0.040712357,0.004714966,0,0.000102997,0.062685013,0.004107952,0,0.003808022,0,0.002796173,0,0.0000806,0.00028801,0,2,4,1,5,10,2,2,4,3,1,2,0,1,29.01807227,96.71686747,63,42401.79178,5,11461.80719,456911.3503,408510.5741,0,48400.72885,6,2,3,40,1,16,1,7571.469597,452,13508948.65,3659903.717
453,0,9,3.10E+11,199.9999862,40502.4,0.31936868,0.341799418,0.087569237,0.143927256,0.052571297,0.014559746,0,0.0000687,0.087569237,0.000730515,0,0.001957893,0,0.001222293,0,0.000261943,0.000362078,0,5,1,5,6,23,0,1,8,4,1,0,1,1,28.83486238,96.66055046,96,32166.31828,6,11461.80719,580347.9086,531947.1269,0,48400.72885,6,2,3,40,1,16,2,19199.99868,453,13509104.06,3659865.31
454,0,0,3.10E+11,199.9999996,41726.28571,0.346791903,0.260376294,0.137586276,0.14626948,0.038121223,0.026940664,0,0,0.137586276,0.019078573,0,0.000185649,0,0.000800133,0,0.000255585,0.000362078,0,8,3,11,14,41,1,1,12,2,1,1,1,2,28.41960784,94.88627451,157,14920.02966,14,11461.80719,659835.7191,611434.965,0,48400.72885,6,2,3,40,0,18,2,31399.99994,454,13509299.54,3659823.343
146,0,1,3.10E+11,200.0000017,42785,0.154750347,0.549866676,0.079370499,0.09543848,0.067990303,0.001730442,0,0,0.079370499,0.005768299,0,0.002514362,0,0.002028942,0,0.00000954,0,0,4,1,6,7,23,0,1,6,3,4,0,1,1,29.344,98.94,342.5,32051.03738,7,11461.80719,678319.8224,629919.0497,0,48400.72885,6,2,3,40,0,23,5,68500.00058,146,13509166.96,3659994.062
878,0,0,3.10E+11,200.0000014,40754,0.530527115,0.176288128,0.056095123,0.164794922,0.01236248,0.030400753,0,0,0.056088448,0.003985882,0,0.010018826,0,0.001752853,0,0.000597477,0.000292778,0,2,4,0,4,9,2,1,4,0,0,2,0,0,29.4125,98.8375,85,47195.69259,4,11461.80719,444867.0402,396466.1511,0,48400.83397,6,2,3,40,1,13,0,17000.00012,878,13515506.39,3658422.21
346,0,0,3.10E+11,200.0000416,40754,0.345852534,0.612239202,0.000340462,0.00912571,0.000701586,0.001014709,0,0,0.000340462,0.002675374,0,0.11038208,0,0,0.0000305,0,0,0,2,3,0,3,2,2,0,3,1,0,2,0,0,21.23376623,84.14285714,8,28061.17093,3,0,272080.9082,223635.5469,0,48445.32365,3,1,3,40,0,2,0,1600.000333,346,13508566.79,3659747.181
113,0,4,3.10E+11,200.0000697,53538.14286,0.252393246,0.276177406,0.289021969,0.106131077,0.057446003,0.003098011,0,0.000279427,0.289021969,0,0,0.001121998,0,0.001311302,0,0.00000429,0,0,24,4,7,11,89,12,7,45,0,3,6,2,6,29.45357143,94.16785714,1129,26669.52363,11,32541.90864,442854.8931,385741.1743,8501.891833,48611.8862,3,1,3,40,0,30,5,225800.0787,113,13516934.2,3659658.807
599,0,0,3.10E+11,199.9999875,54774.30303,0.250308037,0.320717176,0.21468703,0.115746498,0.039124171,0.040223122,0,0,0.21468703,0.002021472,0,0.049228032,0,0.002161026,0,0.000195821,0.002302806,0,6,3,1,4,73,11,1,25,0,1,3,2,1,16.38461539,138.4615385,175,75053.46641,4,14639.54167,625275.8149,576425.082,0,48850.75212,6,1,3,40,2,10,3,34999.99781,599,13513251.45,3658196.495
145,3,2,3.10E+11,199.9999209,40334.66667,0.350570679,0.252246857,0.155490875,0.147670269,0.049248219,0.026349068,0,0.0000105,0.155490875,0.0000062,0,0,0,0.001638412,0,0.000628471,0.000543118,0,6,0,5,5,29,0,1,6,4,1,1,1,1,27.98818899,94.2480315,346.5,21845.80423,5,11461.80719,650028.7394,599785.1,0,50243.58693,6,2,3,40,1,19,2,69299.97259,145,13509188.88,3659795.269
1156,0,0,3.10E+11,199.9999815,46727.13043,0.194791794,0.40971597,0.183211962,0.101321856,0.050696373,0.032249769,0,0.0000118,0.183211962,0.009908676,0,0.000956853,0,0.002035777,0,0.000885646,0.000539462,1,16,1,4,5,57,8,3,19,0,2,3,0,3,32.5951417,107.9271255,220,26959.21673,5,0,507869.1062,448953.1455,8613.282295,50302.61229,6,1,3,40,1,49,2,43999.99593,1156,13507905.98,3660022.234
1034,0,0,3.10E+11,199.9999832,59853.94737,0.24643898,0.388035297,0.120342731,0.164390087,0.050030231,0.004876137,0,0,0.120342731,0.005625725,0,0.005768299,0,0.0000453,0,0.000267506,0.001047134,0,5,0,2,2,55,16,1,18,0,2,2,4,0,21.79816513,156.6605505,518.5,39120.19211,2,6852.370175,574973.6115,523027.3263,272.3803528,51673.95959,6,2,3,40,2,19,6,103699.9913,1034,13517174.5,3661328.074
335,0,0,3.10E+11,199.9999526,0,0.524246216,0.300099691,0.029153188,0.089057604,0.001615842,0.010196686,0,0,0.029153188,0.005027771,0,0.067446709,0,0.000206947,0,0.0000687,0,0,0,0,0,0,13,2,0,4,0,0,0,0,0,3.8888889,61.84444444,170,85434.46838,0,0,106828.466,55001.68702,0,51826.76363,12,4,3,40,0,7,0,33999.99194,335,13508868.73,3657684.045
72,0,0,3.10E+11,200.0000293,56389.05263,0.192010562,0.318307559,0.259346326,0.075661977,0.045055707,0.009552002,0,0.000123342,0.259346326,0.002493858,0,0.004150391,0,0.003366788,0,0.000239372,0.001351992,0,25,4,7,11,54,7,4,28,0,2,7,3,4,15.4640523,85.2875817,70,59641.46735,11,0,448589.1564,395971.3643,0,52617.80201,6,2,3,40,1,27,5,14000.00205,72,13517700.94,3660541.004
1054,0,0,0,200.0000572,35223.5,0.444612397,0.064878146,0.136412197,0.158937242,0.012291696,0.007819282,0,0.0000272,0.136412197,0.011849085,0.000337071,0.005531205,0,0.00859854,0.00000276,0.000735813,0.00032764,0,6,0,0,0,5,3,4,2,0,0,1,0,0,13.29702971,72.82178218,429.3333333,83899.34931,0,0,230936.1283,178180.7097,0,52755.3927,12,4,3,50,1,27,0,85866.69122,1054,13512100.16,3658091.306
354,0,0,3.10E+11,199.999939,55914.63333,0.214570522,0.338377953,0.228291512,0.132035732,0.018136024,0.058515549,0,0.00000286,0.228291512,0.001036644,0,0.015262604,0,0.001756668,0,0.000106335,0,0,5,3,1,4,69,8,1,23,0,0,2,0,1,15.07534248,120.7465753,330,72372.89201,4,17893.27005,600636.6882,547807.1083,0,52829.58203,6,2,3,40,0,15,0,65999.97987,354,13513170.19,3658304.814
325,0,0,3.10E+11,199.999957,60005.48438,0.234241168,0.373054345,0.158484618,0.151553472,0.034780184,0.023886522,0,0.0000315,0.158484618,0.006592274,0,0.004288038,0,0.00184075,0,0.001090368,0.0000629,0,16,5,7,12,47,11,5,27,0,6,6,1,6,30.65700481,109.8695652,55.8,15145.01024,12,29331.76466,302648.3402,249617.5673,0,53030.75592,6,2,3,40,1,33,7,11159.9976,325,13516970.54,3658986.907
86,0,4,3.10E+11,199.9999801,49512.82143,0.250919342,0.283555984,0.25017643,0.13782692,0.039088249,0.009302616,0,0.000280857,0.25017643,0.00000715,0,0.002622604,0,0.006665707,0,0.000639915,0.0000348,2,24,5,14,19,61,3,3,33,0,2,7,2,2,31.5315985,109.6840149,774,2366.711318,19,2767.20968,473155.5888,411399.6597,8589.727683,53166.24174,6,2,3,40,1,35,4,154799.9846,86,13516343.08,3659974.419
497,0,1,3.10E+11,200.000081,44460.11765,0.200574398,0.478488445,0.057682514,0.108629704,0.005482197,0.092167854,0,0,0.057682514,0.001471043,0,0.007663727,0,0.000021,0,0,0,2,12,5,3,8,66,5,4,13,0,1,6,0,0,14.52073733,59.76036866,177,40906.35344,8,0,547684.0526,494339.6511,0,53344.42286,6,2,3,40,0,26,1,35400.01434,497,13510996.16,3660144.55
329,0,1,0,162.4620667,63441.3,0.428748512,0.087636757,0.238462067,0.184000587,0.018050194,0.021947098,0,0,0.238444901,0.002591896,0,0.001712227,0,0.001428986,0,0.000560188,0.002947044,2,18,5,5,10,43,7,3,38,0,4,5,1,3,17.39660058,52.97450425,79.16666667,7984.662374,10,7886.128107,416588.6877,356677.0466,6410.90552,53500.68744,6,2,3,60,2,41,5,12861.58028,329,13517665.32,3659339.228
323,0,3,3.10E+11,200.0000186,56260.05882,0.175847054,0.440664927,0.148761272,0.144794623,0.028667609,0.041503906,0,0.001502196,0.148761272,0.000359853,0,0.015037855,0,0.001713117,0.00000922,0.000356674,0.000132879,1,10,6,13,19,53,6,7,28,0,1,7,0,5,27.67179488,103.8307692,57,20566.23044,19,8137.680096,280168.5426,226021.1717,0,54147.36351,6,2,3,40,1,69,1,11400.00106,323,13516609.72,3658814.341
143,0,0,3.10E+11,199.9999685,47291.27273,0.317327499,0.340467453,0.095151424,0.151270866,0.042896748,0.009038448,0,0,0.095151424,0.0036726,0,0.004527092,0,0.003081322,0,0,0.0000834,0,4,0,3,3,16,0,1,5,2,1,1,0,2,18.92490119,69.38735178,364,32381.50202,3,11461.80719,688307.3293,633694.9068,0,54612.32586,6,2,3,40,0,15,1,72799.98853,143,13509234.59,3659397.89
111,0,0,3.10E+11,36.34382402,56087.79012,0.269909859,0.183638573,0.31139183,0.179185867,0.030097961,0.007556915,0,0,0.31139183,0.000205994,0,0.000836372,0,0.002295494,0.000293732,0.002048492,0.000292778,0,16,4,3,7,52,10,6,31,0,3,4,1,7,29.62443439,104.7285068,0,0,7,29331.76466,345330.4838,290614.6381,0,54715.85979,6,1,3,40,0,33,4,0,111,13517044.07,3659403.838
635,0,0,3.10E+11,200.0000047,59954.75,0.248705292,0.126227188,0.265792847,0.144447327,0.021350288,0.017245102,0,0.0000368,0.265792847,0.005602074,0,0.010585785,0.00018177,0.006455421,0.000904655,0.000189781,0.000354385,0,6,0,0,0,45,1,4,15,0,0,2,0,2,12.81818181,71.16477273,2725,34802.41909,0,29825.8378,511648.9319,450249.9364,6519.106956,54879.89896,3,1,3,40,1,41,0,545000.0128,635,13512900.32,3658635.041
786,0,0,3.10E+11,199.9999828,47038.33333,0.423141956,0.249535084,0.125295162,0.128684044,0.012663364,0.030238628,0,0.0000663,0.125295162,0.01929903,0,0.02811718,0,0.005115986,0,0.000752926,0,2,11,4,5,9,59,7,6,13,0,2,7,0,1,14.60964913,60.39473684,1527,25145.79563,9,0,600469.358,545502.4281,0,54966.98479,9,3,3,50,0,31,2,305399.9737,786,13510797.66,3660036.448
112,0,1,3.10E+11,163.6561279,55056.53763,0.189670563,0.33581686,0.257431507,0.136682987,0.038095474,0.012621403,0,0.000129223,0.257431507,0.001747608,0,0.001117229,0,0.002018929,0.000146866,0.001201153,0.000146389,0,19,4,7,11,68,11,6,38,0,3,5,1,7,28.06463878,92.01140684,1218,25767.56962,11,29331.76466,396949.2054,341724.8246,0,55224.40503,6,2,3,40,1,38,4,199333.1638,112,13517030.99,3659510.31
77,0,0,3.10E+11,248.344568,55037.64516,0.360091845,0.161803246,0.244454702,0.126064936,0.064840317,0.017741839,0,0.0000159,0.244454702,0.009332657,0,0.006488482,0,0.002951304,0,0.00045236,0.002739588,0,7,4,2,6,76,12,1,26,0,1,2,0,1,16.97272728,148.8454546,187,71770.5217,6,11705.15294,550423.1433,494983.5676,0,55439.57115,6,1,3,40,2,11,1,46440.43422,77,13513289.12,3658077.973
324,0,0,0,200.0000088,62263.21429,0.172330538,0.428565661,0.174565315,0.128282547,0.037045161,0.03574276,0,0.0008955,0.174565315,0.004232725,0,0.010815303,0.0000483,0.001496951,0,0.000675837,0.0000188,0,14,5,7,12,43,9,4,26,0,5,5,0,4,27.03431373,100.0833333,68.5,19580.65373,12,24934.00326,285296.9861,229732.8199,0,55564.16291,6,2,3,50,0,47,5,13700.0006,324,13516789.59,3658901.735
336,0,0,3.10E+11,200.0000575,0,0.240654469,0.642315865,0.009767056,0.052395821,0.001244545,0.002658367,0,0,0.009665489,0.002990246,0,0.087939262,0,0,0,0,0,0,0,0,0,0,13,2,0,4,0,0,0,0,0,3.93478259,59.54347826,114,64915.06676,0,0,106421.9996,50436.33254,0,55985.66439,3,1,3,40,0,6,0,22800.00656,336,13508847.96,3657881.677
567,0,0,3.10E+11,191.0320204,49035.88421,0.279646873,0.152752876,0.338091612,0.119392395,0.043121815,0.030994415,0,0.00000167,0.338091612,0.002120972,0,0.003176451,0,0.002070904,0,0.000100136,0.001948595,0,23,4,9,13,86,11,5,32,0,4,5,1,3,17.06756758,58.25675676,705.5,64755.13523,13,10807.83387,387077.7776,330130.6101,0,56947.1812,6,1,3,40,2,32,5,134773.0904,567,13517247.3,3660103.733
101,0,1,3.10E+11,200.0000271,56079.81319,0.191617648,0.278363228,0.326388677,0.096257528,0.05749925,0.023088773,0,0.000437419,0.326388677,0.00190862,0,0.001036644,0,0.00100104,0,0.000382423,0.000261943,0,23,6,4,10,57,12,5,38,0,3,4,1,7,26.71875,83.34375,417,16379.03743,10,32368.09462,378236.3232,321119.1285,0,57117.19679,6,1,3,40,0,47,4,83400.0113,101,13517199.1,3659385.14
986,1,0,3.10E+11,199.9999934,59954.75,0.224394904,0.171887292,0.288941807,0.114317682,0.015357441,0.019112905,0,0.000389629,0.288941807,0.00435204,0,0.061207665,0,0.000529713,0.000506295,0.000254737,0.000138071,0,6,0,0,0,59,1,4,16,1,0,2,0,2,10.16981132,61.87421384,2756.75,49940.37741,0,30417.55661,449960.4375,386256.2961,6522.597524,57181.54282,3,1,3,40,1,41,0,551349.9818,986,13515896.65,3659660.635
168,1,0,3.10E+11,200.0000361,53951.56757,0.416152477,0.095632553,0.239295483,0.181144714,0.018025398,0.028750896,0,0,0.239295483,0.001163006,0,0.00442791,0,0.00947094,0.00000381,0.001628876,0.000500202,0,6,3,3,6,86,15,1,31,1,0,2,3,1,21.76470589,198.3764706,1349,79588.47457,6,6874.228492,548861.7801,487548.3122,3896.372783,57417.09693,6,1,3,50,2,17,3,269800.0487,168,13513456.8,3658295.232
308,0,6,0,243.6997686,55203.17647,0.186861038,0.4648242,0.128088474,0.145163059,0.034403086,0.014768124,0,0,0.128088474,0.001570702,0,0.027848244,0,0.001602173,0,0.000572443,0.0000949,0,22,2,4,6,54,16,3,41,2,4,8,5,4,13.06575344,48.41643836,62.5,16557.314,6,6706.263337,486621.0266,417825.4885,10740.24524,58055.33418,6,2,3,40,1,33,9,15231.23554,308,13518042.75,3660754.209
285,1,0,3.10E+11,200.0000003,56330.625,0.567987633,0.186882973,0.01806736,0.144313431,0.028147697,0.030730247,0,0.000185585,0.01806736,0.000926018,0,0.012583733,0,0.004156303,0.000488281,0.000583267,0,0,4,0,0,0,26,0,2,13,0,0,0,0,3,13.19469026,56.97345133,713.5,18826.15219,0,19850.61786,478772.2626,420633.0307,0,58139.24774,9,3,3,60,0,34,0,142700.0002,285,13512531.37,3658788.593
109,0,4,3.10E+11,200.0000065,57989.44872,0.227197647,0.375962893,0.160797755,0.147428513,0.034648259,0.028954506,0,0.00009,0.160797755,0.000432332,0,0.001694361,0,0.001542091,0,0.000693321,0.000125885,0,15,5,6,11,61,9,4,33,0,6,4,1,6,28.93360996,101.8755187,436.5,15357.39281,11,29331.76466,370751.6899,310371.0691,0,60380.62198,6,2,3,40,1,25,7,87300.00284,109,13516994.82,3659089.518
304,1,0,3.10E+11,146.5125981,48642.46377,0.268155336,0.385035753,0.114710331,0.131929398,0.03917098,0.014516115,0,0.000125647,0.114710331,0.005167961,0,0.016106367,0,0.010250568,0,0.000942707,0.001481295,0,18,3,2,5,61,5,2,30,0,3,4,0,4,13.61369863,45.53972603,405,66107.59918,5,7538.950997,446933.4019,386524.9849,0,60408.44619,6,2,3,40,1,24,3,59337.60223,304,13517423.4,3660032.047
1072,0,2,3.10E+11,199.9999977,0,0.616732279,0.138541857,0.023562113,0.130750974,0.001877467,0.027650197,0,0,0.023562113,0.022360166,0,0.043064753,0,0.000840187,0,0.00039355,0,0,2,0,0,0,10,2,0,0,0,0,0,0,0,1.74193547,52.87096774,240,71385.15352,0,0,60500.04951,0,0,60500.05148,6,2,3,50,0,4,0,47999.99945,1072,13515152.08,3659910.807
314,0,0,0,186.4856072,51807.67073,0.343255838,0.206851482,0.216310024,0.130905946,0.03041474,0.042456786,0,0.00050656,0.216310024,0.011940956,0,0.019616286,0,0.005493482,0,0.000522137,0.0000431,0,19,5,5,10,59,7,3,27,0,2,5,1,3,16.56410257,91.04761905,1104.5,69770.24488,10,4132.926367,381537.3435,320583.528,0,60953.8423,9,3,3,60,1,36,3,205973.3532,314,13517413.51,3660315.644
17,0,0,3.10E+11,132.2078194,57328.78431,0.334409714,0.243073781,0.194751422,0.183624903,0.021020889,0.008816719,0,0,0.194751422,0.000214259,0,0.009552002,0,0.001678149,0,0.000748316,0.000265757,1,12,3,10,13,49,6,4,26,0,3,7,0,2,24.43601897,90.73933649,224,24367.98828,13,0,294369.9502,233299.7906,0,61070.15527,6,2,3,40,1,49,3,29614.55155,17,13516580.52,3658873.481
918,0,1,3.10E+11,200.000072,42950.28571,0.398294449,0.230232716,0.131914616,0.155308723,0.02421236,0.035678387,0,0,0.131914616,0.00284338,0,0.003241062,0,0.000360966,0,0.0000906,0,0,7,1,9,10,20,0,1,8,0,1,1,0,2,21.24789915,75.39915966,99,25671.88765,10,11461.80719,591327.7568,529643.2516,0,61684.44707,3,1,3,40,1,13,1,19800.00713,918,13515856.2,3658039.591
110,0,15,3.10E+11,200.0000192,56550.87912,0.070354462,0.576127052,0.126346588,0.132228374,0.037103176,0.008075714,0,0.001285553,0.126346588,0.000396252,0,0.007269859,0,0.003222466,0.000274181,0.000266552,0.000100136,0,16,5,5,10,56,10,6,36,0,4,5,1,6,27.29149797,95.79352227,1216,19455.64098,10,29331.76466,389802.2038,327976.1203,0,61826.08258,6,2,3,40,1,32,5,243200.0233,110,13517026.29,3659287.026
306,0,0,3.10E+11,200.0000438,57837.92857,0.180438677,0.537458738,0.080536524,0.113739014,0.033134143,0.015923818,0,0,0.07874012,0.001153628,0,0.039504051,0,0.001336416,0,0.000291189,0.000392278,0,25,2,4,6,54,8,4,31,1,2,6,3,3,12.27567568,44.42432432,25.5,38316.07458,6,4571.068098,496085.5202,428853.9647,4960.435831,62271.14154,6,2,3,40,0,22,5,5100.001117,306,13517925.87,3660570.056
437,0,2,3.10E+11,199.9999537,48942.83333,0.155303001,0.36153237,0.157342593,0.127414068,0.053724766,0.020238558,0,0.0000712,0.157131195,0.001144091,0,0.029236952,0.000282605,0.002695243,0.000712236,0.000544071,0.000366688,2,17,0,11,11,36,3,2,21,2,2,9,0,3,25.07534247,91.79452055,1221.333333,83830.77952,11,0,251198.5027,180055.3812,8518.200196,62624.92806,6,2,3,60,0,32,2,244266.6101,437,13515567.8,3659944.613
1205,0,4,3.10E+11,83.57621242,49405.4,0.271064758,0.120317459,0.425256252,0.077122688,0.049205303,0.016576767,0,0,0.425256252,0.000887871,0,0.007390022,0,0.001336575,0,0.001069546,0.001096725,2,18,4,11,15,53,1,2,28,0,2,5,1,2,31.05220884,106.9477912,152,2366.711318,15,794.8379754,427350.1403,356088.1178,8589.727683,62672.34155,6,2,3,40,2,31,3,12703.58429,1205,13516300.2,3659903.627
307,3,2,3.10E+11,199.9999818,55572.87671,0.171752294,0.49906826,0.127684911,0.109693845,0.042465846,0.022462209,0,0,0.125888507,0.002272288,0,0.010794322,0,0.001687686,0,0.0000366,0.001737912,0,25,1,4,5,56,7,5,23,0,2,5,3,3,11.58045977,66.22413793,135,59870.14833,5,2501.833208,477647.2863,414564.5665,0,63082.74154,6,2,3,40,1,17,5,26999.99754,307,13517763.8,3660460.527
872,0,1,3.10E+11,200.0000115,0,0.426629066,0.299104827,0.077566147,0.118330547,0.004763331,0.009043285,0,0.0000302,0.076505389,0.009873663,0,0.067494665,0,0.006178583,0,0.0000519,0,0,1,0,0,0,8,2,0,3,0,0,0,0,0,2.98039216,33.41176471,248,72519.1674,0,0,116777.1707,53166.18073,0,63610.97417,6,2,3,40,0,5,0,49600.00285,872,13509505.17,3659004.809
1188,0,5,3.10E+11,200.0000612,44683.53333,0.172388713,0.430161476,0.218867938,0.067748388,0.058785121,0.009738286,0,0,0.218867938,0.005054474,0,0.008693377,0,0.002409299,0,0.000112534,0.00000572,0,11,1,6,7,11,0,0,12,0,2,1,0,2,16.35443038,61.75527426,43,22345.73819,7,88.5640682,657034.8265,575082.1703,17891.37489,64061.27306,6,1,3,40,1,17,2,8600.002632,1188,13512189.53,3661402.511
1017,0,3,3.10E+11,132.8956085,49085.65957,0.305891991,0.049164772,0.461529255,0.036511898,0.028218269,0.052753925,0,0,0.461529255,0.000992298,0,0.007210255,0,0.000645161,0,0.000621796,0.001061916,2,22,3,16,19,47,2,2,29,0,2,7,1,2,30.921875,106.9804688,18,1660.835711,19,2767.20968,458381.9144,384196.8193,9811.996884,64373.1431,3,1,3,40,1,27,3,2392.120953,1017,13517804.28,3659796.258
344,0,0,3.10E+11,200.0000047,40096,0.388956706,0.53769652,0.002773603,0.003864924,0.005969365,0.000314395,0,0,0.002773603,0.000947952,0,0.066666921,0,0,0,0.000164668,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,13.25773194,48.42268041,7,22536.58911,0,0,232011.9156,167610.2761,0,64401.54882,3,1,3,40,0,0,0,1400.000033,344,13508655.77,3659356.873
334,0,0,3.10E+11,103.3743617,0,0.566554308,0.162827253,0.070334435,0.137371778,0.001985788,0.012411833,0,0,0.070334435,0.006334543,0,0.068639994,0,0.002275705,0,0.000532627,0,0,1,0,0,0,10,1,0,4,0,0,0,0,0,5.32786885,38.6557377,223,79012.95533,0,0,141983.4463,77497.12068,0,64486.29845,12,4,3,40,0,3,0,23052.48266,334,13508905.79,3657536.846
873,0,0,3.10E+11,200.0000271,0,0.351003488,0.447857698,0.010722796,0.097880522,0.000862757,0.015934944,0,0,0.010722796,0.017381191,0,0.037237644,0,0.00158596,0,0.000129541,0,0,0,0,0,0,10,2,0,3,0,0,0,0,0,3.62,52.78,140,55457.48713,0,0,118204.7087,52893.80591,0,65310.90222,3,1,3,40,0,5,0,28000.00379,873,13509484.66,3659203.755
903,1,1,3.10E+11,200.0000071,56182.93548,0.029704094,0.625117938,0.145419121,0.119888306,0.036620458,0.017368952,0,0.000349681,0.145419121,0.000300725,0,0.01714325,0.000533422,0.00195535,0.00000954,0.0000699,0.0000668,0,19,5,6,11,59,12,6,36,0,4,4,1,7,27.79079498,95.17991632,808,20602.8979,11,29331.76466,367783.588,302369.4123,0,65414.18227,6,2,3,40,1,41,5,161600.0057,903,13514800.79,3659931.672
910,1,0,3.10E+11,199.9999438,56890.62105,0.007560412,0.640002569,0.161235491,0.106249491,0.039321264,0.012644132,0,0.000321706,0.161235491,0.002136866,0,0.005423546,0.000507355,0.00066789,0.0000687,0.000138601,0,0,17,6,11,17,60,10,7,44,1,6,4,1,7,27.20792078,93.67986799,808,20602.8979,17,29331.76466,441202.1149,375787.9473,0,65414.18227,6,2,3,40,0,35,7,161599.9546,910,13514373.1,3659747.07
974,0,0,0,200.0000509,45211.73333,0.279725711,0.070429007,0.142866929,0.140158971,0.013788859,0.033732255,0,0.000239849,0.142866929,0.018392563,0,0.014765104,0,0.000758807,0,0.000339667,0,0,8,2,6,8,46,4,5,14,1,3,5,3,1,16.07079646,62.60176991,4601.333333,13292.95289,8,76021.33677,494543.6954,410218.7534,865.0996341,65980.65476,15,5,3,60,0,21,6,920266.9008,974,13514919.66,3659603.783
312,2,8,3.10E+11,200.0000537,51746.54762,0.36231343,0.227643331,0.168421745,0.151863893,0.023653984,0.042546908,0,0.000507991,0.168421745,0.003537973,0,0.010055701,0,0.003493945,0,0.000584602,0.002275467,0,21,5,3,8,62,5,4,32,0,2,4,0,3,15.63363363,53.80780781,1072.8,67880.72203,8,3285.54777,424065.664,356935.5869,0,67130.09665,6,1,3,40,1,29,2,214560.0576,312,13517344.92,3660137.904
99,0,0,3.10E+11,200.000049,54914.83673,0.140308698,0.353264173,0.304336866,0.08476162,0.056712786,0.008352598,0,0.000076,0.304336866,0.004573186,0,0.0000121,0,0.000558217,0,0.0000982,0,0,21,5,8,13,79,8,6,47,0,5,5,0,6,26.86477987,86.33962264,825,20138.10617,13,29331.76466,470190.1351,400676.9931,2362.272144,67150.91221,6,2,3,40,0,27,5,165000.0404,99,13516814,3659493.236
